obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""32.8217""","=""0.0008""","=""""","=""""","=""11a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c74""",
"=""32.8290""","=""0.0008""","=""32.8290""","=""0.0008""","=""12a""","=""""",,"=""0.000000000""","=""37.7667""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).8d""","=""4P*""","=""1/2,3/2""",,"=""""","=""L12868c77""",
"=""32.8357""","=""0.0008""","=""32.8357""","=""0.0008""","=""53a""","=""""",,"=""0.000000000""","=""37.7590""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6d""","=""4F*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""32.8460""","=""0.0008""","=""32.8460""","=""0.0008""","=""30a""","=""""",,"=""0.000000000""","=""37.7471""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).6s""","=""2P*""","=""1/2,3/2""",,"=""""","=""L12868c77""",
"=""32.8546""","=""0.0008""","=""32.8546""","=""0.0008""","=""14a""","=""""",,"=""0.000000000""","=""37.7372""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).9s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""32.864""","=""0.002""","=""""","=""""","=""10a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c74""",
"=""32.877""","=""0.002""","=""""","=""""","=""5a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c74""",
"=""32.885""","=""0.002""","=""32.8850""","=""0.0019""","=""36a""","=""""",,"=""0.000000000""","=""37.7024""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).7d""","=""2P*?""","=""1/2""",,"=""""","=""L12868c74""",
"=""32.8889""","=""0.0008""","=""32.8889""","=""0.0008""","=""50a""","=""""",,"=""0.000000000""","=""37.6979""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).7d""","=""4P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""32.8975""","=""0.0008""","=""32.8976""","=""0.0008""","=""14a""","=""""",,"=""0.000000000""","=""37.6880""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).7s""","=""4P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""32.923""","=""0.002""","=""32.9230""","=""0.0020""","=""17a""","=""""",,"=""0.000000000""","=""37.6588""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).8s""","=""2P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""32.9291""","=""0.0008""","=""32.9291""","=""0.0008""","=""3a""","=""""",,"=""0.000000000""","=""37.6519""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6d""","=""4D*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""32.9597""","=""0.0008""","=""32.9597""","=""0.0008""","=""7a""","=""""",,"=""0.000000000""","=""37.6169""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).7s""","=""2P*,4P*""","=""1/2,3/2""",,"=""""","=""L12868c77""",
"=""32.9779""","=""0.0008""","=""32.9779""","=""0.0008""","=""8bl,a""","=""""",,"=""0.000000000""","=""37.5961""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6d""","=""4P*?""","=""1/2,3/2""",,"=""""","=""L12868c77""",
"=""33.010""","=""0.002""","=""""","=""""","=""7a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2018,L12868c74""",
"=""33.0218""","=""0.0008""","=""33.0218""","=""0.0008""","=""18a""","=""""",,"=""0.000000000""","=""37.5461""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6d""","=""2P*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.0375""","=""0.0008""","=""33.0375""","=""0.0008""","=""15a""","=""""",,"=""0.000000000""","=""37.5283""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).7s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.0624""","=""0.0008""","=""33.0624""","=""0.0008""","=""24a""","=""""",,"=""0.000000000""","=""37.5000""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5d""","=""4D*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.0667""","=""0.0008""","=""33.0667""","=""0.0008""","=""63a""","=""""",,"=""0.000000000""","=""37.4952""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5d""","=""4F*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.097""","=""0.002""","=""33.0970""","=""0.0020""","=""10a""","=""""",,"=""0.000000000""","=""37.4608""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""2P*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.1152""","=""0.0008""","=""33.1152""","=""0.0008""","=""61a""","=""""",,"=""0.000000000""","=""37.4403""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4d""","=""2P*?""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.1578""","=""0.0008""","=""33.1578""","=""0.0008""","=""7a""","=""""",,"=""0.000000000""","=""37.3921""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4d""","=""2P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.1690""","=""0.0014""","=""33.1690""","=""0.0014""","=""21a""","=""""",,"=""0.000000000""","=""37.3795""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""4P*?""","=""1/2""",,"=""""","=""L2018,L12868c74""",
"=""33.1760""","=""0.0008""","=""33.1760""","=""0.0008""","=""11a""","=""""",,"=""0.000000000""","=""37.3717""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""4P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.223""","=""0.002""","=""""","=""""","=""6a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2018,L12868c74""",
"=""33.2472""","=""0.0008""","=""33.2472""","=""0.0008""","=""54a""","=""""",,"=""0.000000000""","=""37.2916""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).6s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.2645""","=""0.0008""","=""33.2645""","=""0.0008""","=""77a""","=""""",,"=""0.000000000""","=""37.2723""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).5s""","=""2P*?""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.307""","=""0.002""","=""""","=""""","=""5a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1181,L12868c74""",
"=""33.3289""","=""0.0008""","=""33.3289""","=""0.0008""","=""7a""","=""""",,"=""0.000000000""","=""37.2002""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""4F*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.395""","=""0.002""","=""""","=""""","=""6a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c76""",
"=""33.399""","=""0.002""","=""""","=""""","=""14a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c76""",
"=""33.4464""","=""0.0014""","=""33.4464""","=""0.0016""","=""99a""","=""""",,"=""0.000000000""","=""37.0695""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""33.5177""","=""0.0008""","=""33.5177""","=""0.0008""","=""19a""","=""""",,"=""0.000000000""","=""36.9907""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.5742""","=""0.0008""","=""33.5742""","=""0.0008""","=""386a""","=""""",,"=""0.000000000""","=""36.9284""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.5881""","=""0.0008""","=""33.5882""","=""0.0008""","=""39a""","=""""",,"=""0.000000000""","=""36.9131""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.5971""","=""0.0008""","=""33.5971""","=""0.0008""","=""446a""","=""""",,"=""0.000000000""","=""36.9033""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.6616""","=""0.0008""","=""33.6616""","=""0.0008""","=""20a""","=""""",,"=""0.000000000""","=""36.8325""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).5s""","=""4P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.8124""","=""0.0014""","=""33.8125""","=""0.0016""","=""14a""","=""""",,"=""0.000000000""","=""36.6682""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""33.8380""","=""0.0008""","=""33.8380""","=""0.0008""","=""23a""","=""""",,"=""0.000000000""","=""36.6406""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""33.8646""","=""0.0008""","=""33.8646""","=""0.0008""","=""39a""","=""""",,"=""0.000000000""","=""36.6118""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""33.896""","=""0.002""","=""""","=""""","=""12a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L12868c74""",
"=""34.0679""","=""0.0008""","=""34.0683""","=""0.0005""","=""11a""","=""""",,"=""0.000000000""","=""36.3928""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4F*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.1157""","=""0.0016""","=""34.1142""","=""0.0003""","=""9a""","=""""",,"=""0.000000000""","=""36.3439""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""1/2""",,"=""""","=""L12868c74""",
"=""34.1290""","=""0.0014""","=""34.1285""","=""0.0003""","=""9a""","=""""",,"=""0.000000000""","=""36.3286""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L2018,L12868c74""",
"=""34.236""","=""0.002""","=""34.2360""","=""0.0020""","=""291a""","=""""",,"=""0.000000000""","=""36.2145""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.3194""","=""0.0008""","=""34.3194""","=""0.0008""","=""154a""","=""""",,"=""0.000000000""","=""36.1265""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4s""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.3895""","=""0.0008""","=""34.3896""","=""0.0008""","=""395a""","=""""",,"=""0.000000000""","=""36.0529""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(1P*).4s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.4247""","=""0.0008""","=""34.4247""","=""0.0008""","=""34a""","=""""",,"=""0.000000000""","=""36.0160""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.4550""","=""0.0008""","=""34.4550""","=""0.0008""","=""534a""","=""""",,"=""0.000000000""","=""35.9844""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).3d""","=""2P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.645""","=""0.002""","=""34.6450""","=""0.0020""","=""27a""","=""""",,"=""0.000000000""","=""35.7870""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""2P*""","=""1/2""",,"=""""","=""L12868c74""",
"=""34.6678""","=""0.0008""","=""34.6678""","=""0.0008""","=""323a""","=""""",,"=""0.000000000""","=""35.7635""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""2P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""34.7983""","=""0.0008""","=""34.7978""","=""0.0004""","=""13a""","=""""",,"=""0.000000000""","=""35.6299""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""1/2""",,"=""""","=""L12868c77""",
"=""34.8624""","=""0.0008""","=""34.8615""","=""0.0004""","=""13a""","=""""",,"=""0.000000000""","=""35.5648""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s.(3P*).4s""","=""4P*""","=""3/2""",,"=""""","=""L12868c77""",
"=""35.694""","=""0.002""","=""35.6955""","=""0.0019""","=""a*""","=""""",,"=""2.104429202""","=""36.8383""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""35.694""","=""0.002""","=""35.6933""","=""0.0019""","=""a*""","=""""",,"=""2.102297177""","=""36.8383""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""35.703""","=""0.002""","=""35.7048""","=""0.0019""","=""a*""","=""""",,"=""2.104429202""","=""36.8293""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.703""","=""0.002""","=""35.7026""","=""0.0019""","=""a*""","=""""",,"=""2.102297177""","=""36.8293""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.735""","=""0.002""","=""35.7354""","=""0.0019""","=""a*""","=""""",,"=""2.104429202""","=""36.7995""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""35.735""","=""0.002""","=""35.7332""","=""0.0019""","=""a*""","=""""",,"=""2.102297177""","=""36.7995""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""35.759""","=""0.002""","=""35.7597""","=""0.0019""","=""a*""","=""""",,"=""2.104429202""","=""36.7759""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""35.759""","=""0.002""","=""35.7575""","=""0.0019""","=""a*""","=""""",,"=""2.102297177""","=""36.7759""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).4p""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""35.765""","=""0.002""","=""35.7650""","=""0.0019""","=""a""","=""""",,"=""2.104429202""","=""36.7707""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).4p""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""35.959""","=""0.002""","=""35.9608""","=""0.0019""","=""a*""","=""""",,"=""2.104429202""","=""36.5820""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(3P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""35.959""","=""0.002""","=""35.9586""","=""0.0019""","=""a*""","=""""",,"=""2.102297177""","=""36.5820""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(3P*).4p""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.514""","=""0.010""","=""37.5127""","=""0.0020""","=""895*""","=""""",,"=""3.61697701""","=""36.6682""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L6592""",
"=""37.514""","=""0.010""","=""37.514""","=""0.013""","=""895*""","=""""",,"=""3.61697081""","=""36.667""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L6592""",
"=""37.514""","=""0.010""","=""37.514""","=""0.013""","=""895*""","=""""",,"=""3.61697701""","=""36.667""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L6592""",
"=""37.683""","=""0.002""","=""37.6824""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""35.0047""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""37.683""","=""0.002""","=""37.6848""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""35.0047""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""37.721""","=""0.002""","=""37.7188""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""34.9730""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.721""","=""0.002""","=""37.7212""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""34.9730""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""37.870""","=""0.002""","=""37.8698""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""34.8419""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""37.870""","=""0.002""","=""37.8722""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""34.8419""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2P""","=""3/2""",,"=""""","=""L4596""",
"=""37.905""","=""0.002""","=""37.9044""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""34.8120""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""37.905""","=""0.002""","=""37.9068""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""34.8120""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""37.933""","=""0.002""","=""37.9330""","=""0.0020""","=""a""","=""""",,"=""2.104429202""","=""34.7895""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(1P*)""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""39.021""","=""0.002""","=""39.0198""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""33.8769""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""39.021""","=""0.002""","=""39.0225""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""33.8769""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2S""","=""1/2""",,"=""""","=""L4596""",
"=""39.384""","=""0.002""","=""39.3824""","=""0.0020""","=""113*""","=""""",,"=""2.102297177""","=""33.5845""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",,"=""""","=""L4596,L6592""",
"=""39.384""","=""0.002""","=""39.3850""","=""0.0020""","=""113*""","=""""",,"=""2.104429202""","=""33.5845""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",,"=""""","=""L4596,L6592""",
"=""39.429""","=""0.002""","=""39.4282""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""33.5479""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""39.429""","=""0.002""","=""39.4308""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""33.5479""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",,"=""""","=""L4596""",
"=""39.491""","=""0.002""","=""39.4909""","=""0.0020""","=""a""","=""""",,"=""2.104429202""","=""33.5000""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""5/2""",,"=""""","=""L4596""",
"=""39.562""","=""0.002""","=""39.5617""","=""0.0020""","=""a*""","=""""",,"=""2.102297177""","=""33.4418""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""39.562""","=""0.002""","=""39.5644""","=""0.0020""","=""a*""","=""""",,"=""2.104429202""","=""33.4418""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",,"=""""","=""L4596""",
"=""39.688""","=""0.002""","=""39.6918""","=""0.0005""","=""a*""","=""""",,"=""2.102297177""","=""33.3390""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",,"=""""","=""L4596""",
"=""39.688""","=""0.002""","=""39.6945""","=""0.0005""","=""a*""","=""""",,"=""2.104429202""","=""33.3390""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",,"=""""","=""L4596""",
"=""39.752""","=""0.002""","=""39.7550""","=""0.0005""","=""282""","=""""",,"=""2.104429202""","=""33.2915""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""",,"=""""","=""L4596,L6592""",
"=""39.898""","=""0.010""","=""39.9011""","=""0.0005""","=""338*""","=""""",,"=""2.102297177""","=""33.1752""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",,"=""""","=""L6592""",
"=""39.898""","=""0.010""","=""39.9038""","=""0.0005""","=""338*""","=""""",,"=""2.104429202""","=""33.1752""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",,"=""""","=""L6592""",
"=""39.942""","=""0.010""","=""39.9479""","=""0.0005""","=""152*""","=""""",,"=""2.102297177""","=""33.1388""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",,"=""""","=""L6592""",
"=""39.942""","=""0.010""","=""39.9506""","=""0.0005""","=""152*""","=""""",,"=""2.104429202""","=""33.1388""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",,"=""""","=""L6592""",
"=""40.014""","=""0.010""","=""40.0063""","=""0.0005""","=""64""","=""""",,"=""2.104429202""","=""33.0956""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""",,"=""""","=""L6592""",
"=""40.082""","=""0.002""","=""40.0819""","=""0.0019""","=""513a""","=""""",,"=""0.000000000""","=""30.9327""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""1/2""",,"=""""","=""L12868c78""",
"=""40.2949""","=""0.0008""","=""40.2950""","=""0.0008""","=""477a""","=""""",,"=""0.000000000""","=""30.7692""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""3/2""",,"=""""","=""L12868c78""",
"=""40.526""","=""0.010""","=""40.5204""","=""0.0007""","=""190*""","=""""",,"=""2.102297177""","=""32.7002""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",,"=""""","=""L6592""",
"=""40.526""","=""0.010""","=""40.5232""","=""0.0007""","=""190*""","=""""",,"=""2.104429202""","=""32.7002""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",,"=""""","=""L6592""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""243.376496""","=""0.000012""","=""""","=""3.87e+03""",C+',"=""0.000000000""","=""[5.09279242]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.18p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.376703""","=""0.000012""","=""""","=""3.87e+03""",C+',"=""0.000000000""","=""[5.09278808]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.18p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.659344""","=""0.000012""","=""""","=""4.64e+03""",C+',"=""0.000000000""","=""[5.08688097]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.17p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""243.659599""","=""0.000012""","=""""","=""4.64e+03""",C+',"=""0.000000000""","=""[5.08687564]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.17p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.000936""","=""0.000012""","=""""","=""5.6e+03""",C+',"=""0.000000000""","=""[5.07976007]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.16p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.001245""","=""0.000012""","=""""","=""5.6e+03""",C+',"=""0.000000000""","=""[5.07975362]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.16p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.418818""","=""0.000012""","=""""","=""6.8e+03""",C+',"=""0.000000000""","=""[5.07107584]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.15p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.419195""","=""0.000012""","=""""","=""6.8e+03""",C+',"=""0.000000000""","=""[5.07106803]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.15p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.937663""","=""0.000012""","=""""","=""8.6e+03""",C+',"=""0.000000000""","=""[5.06033472]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""3/2""",,"=""T76n,T817""","=""""",
"=""""","=""""","=""244.938137""","=""0.000012""","=""""","=""8.6e+03""",C+',"=""0.000000000""","=""[5.06032492]""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.14p""","=""2P*""","=""1/2""",,"=""T76n,T817""","=""""",
